unit_id,line_id,furnace_temp_c,roller_pressure_bar,line_speed_mpm,lubricant_flow_lph,vibration_rms_mms,ambient_humidity_pct,cooling_rate_cps,tension_variation_kn,defect_class
UNIT-11086,LINE-A,882.37,200.25,51.44,28.67,2.24,37.39,17.23,2.26,hole
UNIT-12544,LINE-A,840.54,157.57,42.75,20.34,1.52,85.03,16.1,0.62,rust
UNIT-11326,LINE-A,865.39,187.99,48.98,32.44,1.45,54.18,19.26,2.39,hole
UNIT-11464,LINE-B,857.32,156.59,52.46,29.22,1.66,48.84,17.89,0.35,normal
UNIT-10807,LINE-B,889.3,190.99,49.74,29.39,1.54,44.25,16.33,1.64,hole
UNIT-13115,LINE-A,824.0,150.72,68.66,11.1,4.77,46.78,18.3,0.59,scratch
UNIT-12179,LINE-B,846.65,152.71,39.76,17.44,1.86,71.59,16.56,0.37,rust
UNIT-12502,LINE-A,834.57,152.55,35.56,14.77,1.41,73.94,19.24,0.58,rust
UNIT-13439,LINE-A,829.75,149.66,72.33,12.64,4.2,47.6,16.96,0.66,scratch
UNIT-10964,LINE-A,889.65,192.19,54.92,30.53,1.22,39.4,15.34,2.12,hole
UNIT-10399,LINE-C,896.36,167.86,50.98,30.68,1.68,40.75,33.17,1.87,crack
UNIT-13280,LINE-C,822.12,158.01,65.17,16.56,6.46,48.51,16.92,0.51,scratch
UNIT-10705,LINE-B,888.31,191.69,50.82,32.63,1.01,48.62,16.83,2.39,hole
UNIT-10432,LINE-A,920.77,163.21,48.56,33.07,1.91,42.37,26.45,1.42,crack
UNIT-10293,LINE-A,908.23,185.99,47.71,34.27,1.18,41.74,30.68,1.34,crack
UNIT-13304,LINE-A,847.98,152.82,59.33,18.02,4.25,44.09,16.57,0.49,scratch
UNIT-10146,LINE-B,874.75,171.64,52.38,35.42,1.57,43.32,33.42,1.41,crack
UNIT-12034,LINE-C,840.7,155.63,49.79,31.94,1.59,49.19,15.34,0.77,normal
UNIT-12472,LINE-C,833.01,145.11,33.43,15.71,1.17,65.84,16.21,0.64,rust
UNIT-11166,LINE-A,869.41,195.92,52.39,32.56,1.72,48.85,16.39,2.01,hole
UNIT-12051,LINE-B,836.52,153.96,50.16,31.79,1.38,41.81,19.38,0.62,normal
UNIT-12688,LINE-A,838.52,150.04,36.8,16.15,1.72,75.63,15.7,0.51,rust
UNIT-10340,LINE-C,907.78,163.55,50.51,33.53,1.12,45.2,31.55,1.06,crack
UNIT-12122,LINE-B,851.31,148.89,40.0,14.17,1.41,78.03,16.14,0.38,rust
UNIT-10266,LINE-A,911.19,174.36,47.11,28.5,1.48,44.63,26.79,1.35,crack
UNIT-13089,LINE-A,843.26,149.54,69.06,17.31,5.17,43.19,16.23,0.29,scratch
UNIT-11772,LINE-A,833.63,146.53,49.45,35.46,1.4,50.64,18.27,0.56,normal
UNIT-10272,LINE-A,899.63,175.94,46.8,32.38,1.9,38.98,30.28,1.35,crack
UNIT-10697,LINE-A,907.62,184.59,50.32,30.82,1.05,40.87,26.24,1.86,crack
UNIT-13468,LINE-B,825.97,146.79,73.31,17.96,5.7,49.87,17.13,0.27,scratch
UNIT-10245,LINE-B,887.45,178.93,48.4,31.67,2.06,44.55,33.56,2.04,crack
UNIT-13284,LINE-A,840.61,152.84,70.87,14.66,4.26,42.23,17.77,0.39,scratch
UNIT-10477,LINE-C,891.66,181.51,49.63,33.02,1.62,39.52,27.97,1.54,crack
UNIT-12033,LINE-B,830.53,155.97,44.67,35.57,1.9,44.73,16.33,0.44,normal
UNIT-13217,LINE-B,846.34,152.22,65.5,14.37,4.89,51.76,16.97,0.34,scratch
UNIT-13118,LINE-A,848.7,140.33,62.04,9.13,5.81,49.27,15.05,0.52,scratch
UNIT-10814,LINE-B,889.37,182.83,45.85,33.72,2.0,53.85,19.18,2.64,hole
UNIT-11915,LINE-C,837.91,155.82,52.11,34.36,1.41,39.48,20.38,0.53,normal
UNIT-12957,LINE-B,838.68,158.9,58.97,17.69,3.99,42.77,17.28,0.53,scratch
UNIT-13487,LINE-B,857.55,148.47,69.76,18.42,6.88,41.1,16.19,0.4,scratch
UNIT-11805,LINE-A,846.76,150.74,51.46,29.97,1.49,43.74,18.65,0.42,normal
UNIT-12541,LINE-A,838.19,141.57,30.79,14.96,2.12,86.48,17.6,0.34,rust
UNIT-10251,LINE-B,918.69,184.19,50.37,30.64,1.73,52.32,30.57,1.5,crack
UNIT-10546,LINE-B,905.65,165.1,53.17,32.98,1.23,49.7,28.41,1.94,crack
UNIT-10739,LINE-A,878.24,191.49,49.09,36.05,1.87,42.47,14.61,2.98,hole
UNIT-10311,LINE-A,918.19,160.2,43.19,33.89,1.6,48.19,25.79,1.9,crack
UNIT-11132,LINE-A,869.83,191.52,50.4,30.48,2.26,48.81,17.1,2.57,hole
UNIT-11450,LINE-A,843.15,149.1,47.43,29.2,2.38,39.48,16.22,0.58,normal
UNIT-13393,LINE-B,843.15,141.43,61.65,14.84,4.6,44.48,19.24,0.49,scratch
UNIT-10016,LINE-B,913.99,170.8,49.44,33.43,1.74,43.71,26.9,1.54,crack
UNIT-13073,LINE-B,843.78,152.98,66.55,14.0,4.14,46.73,16.86,0.57,scratch
UNIT-12467,LINE-B,847.37,150.71,32.24,16.62,1.46,68.9,17.3,0.36,rust
UNIT-12820,LINE-B,849.79,136.95,71.57,17.69,5.89,46.31,15.89,0.48,scratch
UNIT-10364,LINE-B,915.0,177.38,51.18,30.71,1.1,46.01,30.79,1.81,crack
UNIT-10183,LINE-A,914.7,170.66,50.12,32.66,1.47,37.53,33.74,2.07,crack
UNIT-11195,LINE-B,879.68,192.68,49.33,30.25,1.47,49.71,17.95,2.14,hole
UNIT-12652,LINE-B,838.22,149.81,31.53,17.49,2.06,92.06,16.55,0.38,rust
UNIT-11122,LINE-A,892.38,204.64,54.56,31.86,1.92,41.25,17.76,2.5,hole
UNIT-11183,LINE-B,879.67,184.94,44.37,34.35,1.53,40.49,17.5,2.19,hole
UNIT-12576,LINE-B,831.16,151.19,36.88,19.52,1.8,73.89,15.74,0.4,rust
UNIT-10615,LINE-A,889.87,172.11,50.22,32.35,1.81,49.88,29.57,1.93,crack
UNIT-11467,LINE-B,840.85,146.02,46.99,33.16,1.83,49.14,16.57,0.53,normal
UNIT-10402,LINE-B,878.63,170.61,49.34,31.2,1.57,45.06,25.13,1.56,crack
UNIT-10935,LINE-A,897.95,192.44,50.63,30.63,2.04,43.74,16.7,2.46,hole
UNIT-12323,LINE-A,829.86,141.34,40.98,13.23,1.16,69.43,16.96,0.43,rust
UNIT-12317,LINE-B,853.49,153.28,38.47,15.37,1.71,66.25,14.38,0.61,rust
UNIT-10727,LINE-C,888.71,187.73,54.6,33.8,1.47,39.04,18.79,3.04,hole
UNIT-10827,LINE-C,899.63,196.68,48.89,31.37,1.6,43.12,18.1,1.66,hole
UNIT-11522,LINE-A,835.91,157.73,53.54,31.87,1.43,42.85,21.0,0.78,normal
UNIT-10137,LINE-C,910.27,172.82,45.42,32.4,1.71,49.47,35.93,1.37,crack
UNIT-10629,LINE-B,889.75,177.86,51.23,29.85,1.47,31.14,31.0,1.75,crack
UNIT-10335,LINE-A,882.54,172.39,48.7,33.01,1.56,40.7,29.44,2.51,crack
UNIT-10391,LINE-C,936.62,171.08,47.31,32.25,1.36,43.01,25.84,1.9,crack
UNIT-12697,LINE-A,839.74,149.96,35.15,11.28,1.38,79.11,17.65,0.74,rust
UNIT-11818,LINE-A,830.92,136.92,54.37,33.11,1.56,41.33,12.69,0.39,normal
UNIT-13149,LINE-A,863.49,156.53,69.16,13.58,6.48,41.55,16.66,0.21,scratch
UNIT-10711,LINE-A,866.99,199.27,52.5,32.42,1.56,48.33,16.94,2.38,hole
UNIT-11040,LINE-B,869.22,199.06,50.72,31.29,1.67,51.36,15.69,2.89,hole
UNIT-13194,LINE-A,828.44,148.75,63.46,17.83,5.94,42.4,19.26,0.56,scratch
UNIT-13028,LINE-B,841.72,155.13,63.02,12.93,4.67,40.52,17.06,0.24,scratch
UNIT-11562,LINE-A,832.44,158.05,52.97,34.67,1.64,45.03,15.21,0.65,normal
UNIT-13218,LINE-A,824.34,146.11,67.85,18.05,5.26,41.69,16.79,0.67,scratch
UNIT-12936,LINE-C,826.89,147.35,72.54,23.32,5.48,45.83,16.74,0.6,scratch
UNIT-11113,LINE-B,902.2,199.75,50.13,33.79,1.29,39.22,16.3,2.69,hole
UNIT-11224,LINE-A,859.45,184.37,49.71,31.1,1.34,45.09,15.85,2.1,hole
UNIT-12345,LINE-A,830.88,148.33,31.39,19.58,2.05,69.33,17.15,0.54,rust
UNIT-11509,LINE-B,841.93,147.23,50.27,29.65,1.83,44.5,15.5,0.55,normal
UNIT-11751,LINE-A,840.04,147.04,49.63,30.78,1.52,45.56,15.44,0.66,normal
UNIT-13382,LINE-A,849.0,142.52,68.25,16.53,5.11,46.11,18.71,0.62,scratch
UNIT-10339,LINE-A,905.84,169.01,50.7,34.03,1.28,47.98,31.48,1.8,crack
UNIT-10216,LINE-A,943.13,166.11,53.66,33.99,1.68,51.03,30.41,2.11,crack
UNIT-11342,LINE-A,869.73,185.37,47.63,39.55,1.64,41.54,17.91,2.93,hole
UNIT-12930,LINE-A,827.6,151.65,61.6,18.14,5.29,41.15,18.69,0.58,scratch
UNIT-13275,LINE-A,842.99,151.3,61.12,21.48,3.83,48.22,15.4,0.48,scratch
UNIT-12274,LINE-B,827.66,144.98,35.41,10.07,1.67,88.46,18.13,0.62,rust
UNIT-13368,LINE-B,837.09,152.21,63.73,14.42,6.55,41.95,15.06,0.37,scratch
UNIT-12375,LINE-C,833.49,149.56,31.91,12.26,1.59,80.01,15.51,0.53,rust
UNIT-10102,LINE-B,900.85,171.19,51.58,32.83,1.54,43.48,30.53,1.55,crack
UNIT-12520,LINE-A,827.87,148.14,34.64,17.01,0.71,91.87,16.52,0.54,rust
UNIT-10172,LINE-A,906.79,178.62,52.13,31.73,1.72,43.59,29.27,1.86,crack
UNIT-10108,LINE-A,919.68,178.19,45.41,33.02,1.27,35.39,30.55,2.5,crack
UNIT-12465,LINE-B,854.73,152.23,36.0,14.33,1.48,76.08,16.65,0.33,rust
UNIT-13484,LINE-A,834.6,144.38,58.88,21.76,5.39,47.05,16.6,0.67,scratch
UNIT-12578,LINE-B,831.77,148.97,30.53,8.6,2.07,77.23,18.54,0.56,rust
UNIT-12348,LINE-B,843.07,154.47,36.74,12.44,2.08,85.4,19.58,0.48,rust
UNIT-12660,LINE-C,842.25,142.53,37.67,11.75,1.62,74.42,19.54,0.49,rust
UNIT-13007,LINE-C,847.11,150.2,71.12,18.24,3.99,40.35,19.0,0.57,scratch
UNIT-12355,LINE-B,819.91,148.44,38.74,12.25,1.21,75.91,18.73,0.25,rust
UNIT-12635,LINE-A,824.51,151.12,32.56,13.89,1.74,75.56,19.41,0.59,rust
UNIT-12729,LINE-B,833.74,154.64,32.51,12.17,1.32,75.65,18.05,0.55,rust
UNIT-13229,LINE-B,838.85,143.28,61.59,13.51,6.27,37.18,14.86,0.46,scratch
UNIT-11041,LINE-A,886.19,197.55,51.18,36.19,1.14,51.03,16.69,2.66,hole
UNIT-12121,LINE-A,841.8,146.35,32.25,16.85,1.65,76.47,14.98,0.43,rust
UNIT-11525,LINE-B,841.31,153.96,48.3,30.17,1.56,47.14,15.39,0.85,normal
UNIT-12986,LINE-B,840.58,150.72,69.61,17.61,4.9,44.0,17.29,0.44,scratch
UNIT-10482,LINE-C,885.8,174.49,51.45,34.82,1.41,44.4,30.55,1.29,crack
UNIT-12499,LINE-A,839.1,153.01,32.08,11.82,1.53,69.89,16.63,0.46,rust
UNIT-12595,LINE-C,844.6,152.15,46.63,20.36,1.8,71.88,19.34,0.42,rust
UNIT-11763,LINE-B,848.84,152.64,50.91,31.08,1.83,48.81,19.41,0.42,normal
UNIT-12855,LINE-A,849.5,148.39,64.06,12.79,5.71,44.04,16.98,0.57,scratch
UNIT-12963,LINE-A,837.94,152.28,74.22,19.43,5.65,44.36,16.89,0.62,scratch
UNIT-12430,LINE-C,834.9,154.3,33.59,11.53,1.56,86.39,18.91,0.63,rust
UNIT-12400,LINE-A,843.83,141.98,31.7,19.0,1.36,78.37,17.25,0.87,rust
UNIT-10406,LINE-B,865.61,173.67,48.83,30.48,2.01,41.39,24.81,2.23,crack
UNIT-10758,LINE-B,892.94,189.87,48.05,31.47,1.18,43.55,17.26,2.77,hole
UNIT-12620,LINE-A,837.77,154.37,36.4,19.63,1.33,83.85,15.82,0.52,rust
UNIT-10098,LINE-A,900.32,182.47,50.26,31.87,1.37,42.88,25.53,1.73,crack
UNIT-11334,LINE-B,872.19,200.6,54.39,30.71,1.49,44.12,18.04,1.61,hole
UNIT-12784,LINE-B,843.01,149.11,41.54,14.45,1.6,82.39,16.45,0.63,rust
UNIT-13234,LINE-B,855.99,153.69,67.25,21.41,5.28,38.66,18.17,0.33,scratch
UNIT-12310,LINE-C,842.79,149.18,35.32,18.87,1.4,70.91,16.99,0.42,rust
UNIT-12059,LINE-C,836.97,141.05,50.77,32.36,1.4,36.18,16.59,0.61,normal
UNIT-12469,LINE-B,839.98,147.43,34.64,12.31,1.37,81.89,16.95,0.21,rust
UNIT-10149,LINE-B,893.19,174.41,48.9,27.58,1.53,35.73,27.75,0.92,crack
UNIT-10029,LINE-A,896.32,182.35,48.29,31.9,1.98,47.08,28.6,1.38,crack
UNIT-12402,LINE-A,848.11,147.63,32.77,13.17,1.19,85.97,15.4,0.62,rust
UNIT-12313,LINE-C,839.7,154.46,39.82,9.87,1.59,81.89,16.33,0.57,rust
UNIT-10693,LINE-C,877.84,164.26,52.93,30.91,2.38,47.47,32.65,1.51,crack
UNIT-11387,LINE-B,858.16,172.41,50.97,34.53,1.83,44.35,18.84,2.23,hole
UNIT-11846,LINE-A,836.9,148.32,49.57,34.89,1.8,47.83,17.07,0.29,normal
UNIT-12405,LINE-A,851.04,154.27,36.06,18.84,1.89,82.43,17.34,0.59,rust
UNIT-11600,LINE-A,847.21,158.12,54.13,30.93,1.54,42.35,15.99,0.22,normal
UNIT-10702,LINE-B,875.69,199.04,51.47,29.68,1.71,46.23,17.16,2.05,hole
UNIT-11709,LINE-C,850.56,153.62,49.43,28.74,1.4,41.39,17.93,0.51,normal
UNIT-10455,LINE-A,931.28,168.79,52.2,30.46,1.41,39.82,28.09,1.27,crack
UNIT-12041,LINE-A,842.9,155.04,51.46,33.31,1.47,43.16,16.62,0.26,normal
UNIT-13072,LINE-A,856.86,142.6,69.95,17.63,5.74,45.36,19.82,0.76,scratch
UNIT-10610,LINE-B,938.2,166.92,50.97,34.72,1.56,41.37,27.59,1.82,crack
UNIT-10168,LINE-A,920.18,169.02,51.65,33.88,1.12,40.95,33.14,2.05,crack
UNIT-10731,LINE-A,865.65,181.09,42.69,29.71,1.26,44.87,18.91,2.04,hole
UNIT-12529,LINE-B,830.05,145.08,31.55,10.57,2.0,78.05,17.59,0.59,rust
UNIT-13134,LINE-A,830.09,160.15,72.92,20.43,4.85,40.2,17.99,0.54,scratch
UNIT-12330,LINE-A,834.12,154.09,29.4,14.94,1.43,83.79,16.48,0.4,rust
UNIT-11623,LINE-B,841.35,152.99,53.24,33.21,1.88,40.47,17.87,0.57,normal
UNIT-10588,LINE-A,906.21,168.44,46.49,36.18,1.59,43.77,32.86,1.36,crack
UNIT-11402,LINE-C,852.78,154.29,49.11,31.83,1.77,47.87,17.48,0.67,normal
UNIT-11701,LINE-C,838.31,148.6,49.25,31.45,1.42,43.59,16.09,0.53,normal
UNIT-13190,LINE-C,831.87,149.6,63.68,20.12,5.31,44.56,19.82,0.61,scratch
UNIT-12760,LINE-B,840.12,141.65,30.47,11.53,1.31,81.0,15.66,0.47,rust
UNIT-11380,LINE-A,886.6,195.96,43.99,32.03,1.52,45.56,16.02,2.42,hole
UNIT-12090,LINE-C,841.32,152.37,46.43,32.32,1.46,46.03,15.89,0.41,normal
UNIT-12176,LINE-B,847.28,152.03,34.37,14.71,1.72,84.6,18.05,0.51,rust
UNIT-12532,LINE-A,852.55,154.62,33.92,22.66,1.57,75.72,17.49,0.57,rust
UNIT-12257,LINE-A,841.26,150.17,26.91,11.91,1.97,86.11,14.4,0.39,rust
UNIT-12841,LINE-B,825.06,150.03,74.22,10.03,4.72,46.31,16.42,0.65,scratch
UNIT-10442,LINE-B,909.94,180.2,52.98,30.36,1.93,41.81,28.27,1.49,crack
UNIT-12052,LINE-A,832.6,154.67,48.8,31.99,1.69,35.6,14.81,0.51,normal
UNIT-11302,LINE-C,899.39,184.45,51.89,34.6,1.61,37.35,18.96,1.75,hole
UNIT-12961,LINE-B,845.08,149.57,61.1,13.58,4.08,47.15,16.5,0.68,scratch
UNIT-11305,LINE-C,882.58,184.1,51.9,34.47,1.59,50.32,16.18,2.69,hole
UNIT-10237,LINE-C,913.51,169.07,54.26,31.85,0.6,38.12,28.43,1.8,crack
UNIT-10521,LINE-A,887.55,171.01,46.84,29.26,1.63,47.9,34.55,1.25,crack
UNIT-10736,LINE-A,865.77,177.02,52.85,29.88,1.76,47.08,17.5,2.72,hole
UNIT-13097,LINE-B,848.13,139.87,66.0,20.26,5.85,39.16,18.35,0.52,scratch
UNIT-12107,LINE-B,843.87,152.31,36.46,14.38,1.67,72.97,18.33,0.19,rust
UNIT-10593,LINE-B,909.62,178.17,45.23,33.54,1.94,38.53,28.14,1.8,crack
UNIT-11304,LINE-B,879.16,191.69,50.07,31.28,1.97,45.87,14.47,1.76,hole
UNIT-11388,LINE-C,867.72,168.95,50.86,34.17,1.14,47.33,16.49,2.0,hole
UNIT-12282,LINE-A,843.59,152.74,35.71,15.78,1.54,79.02,15.4,0.78,rust
UNIT-12606,LINE-A,836.92,153.74,38.58,14.77,1.61,88.7,18.96,0.43,rust
UNIT-13256,LINE-C,835.74,142.03,62.34,13.61,6.65,44.53,15.07,0.45,scratch
UNIT-10905,LINE-C,870.09,189.12,49.24,32.38,1.38,44.1,18.77,1.98,hole
UNIT-12966,LINE-B,833.16,156.68,63.4,19.2,4.91,39.65,16.18,0.41,scratch
UNIT-11280,LINE-A,880.77,173.4,45.37,32.78,1.95,49.45,15.56,2.19,hole
UNIT-13141,LINE-A,851.96,147.2,60.29,18.32,6.26,47.88,18.23,0.55,scratch
UNIT-13358,LINE-A,832.01,150.64,59.42,14.09,4.0,40.54,20.19,0.36,scratch
UNIT-12782,LINE-A,848.12,152.82,35.55,10.43,1.22,69.86,14.49,0.45,rust
UNIT-13163,LINE-A,842.98,152.31,56.69,15.98,4.15,44.76,18.88,0.57,scratch
UNIT-12925,LINE-A,855.32,149.24,63.04,22.42,4.97,42.41,15.72,0.34,scratch
UNIT-10707,LINE-B,878.25,204.49,49.0,28.33,1.84,40.29,17.32,2.93,hole
UNIT-13082,LINE-B,844.17,146.43,68.8,15.89,5.01,44.76,14.28,0.42,scratch
UNIT-10746,LINE-B,887.38,183.2,49.81,32.18,1.21,42.77,16.78,2.4,hole
UNIT-11940,LINE-B,847.34,143.68,53.21,33.98,2.02,43.37,16.26,0.51,normal
UNIT-12305,LINE-A,847.17,155.24,37.38,13.07,1.49,73.92,18.58,0.37,rust
UNIT-10514,LINE-A,906.16,174.0,51.38,31.31,1.57,44.59,30.99,1.88,crack
UNIT-10082,LINE-B,888.48,155.73,46.04,33.52,1.84,45.7,33.42,1.69,crack
UNIT-11309,LINE-A,881.03,199.85,48.79,31.5,1.68,48.24,17.44,2.46,hole
UNIT-12904,LINE-B,839.18,150.98,73.45,17.96,4.82,40.45,18.71,0.48,scratch
UNIT-10915,LINE-B,844.77,182.03,50.37,30.08,1.48,49.32,17.61,1.87,hole
UNIT-13223,LINE-B,843.58,145.41,64.45,14.94,5.07,40.64,17.99,0.3,scratch
UNIT-13207,LINE-B,828.5,157.92,64.08,17.16,4.56,48.35,18.7,0.37,scratch
UNIT-10775,LINE-C,877.67,201.37,52.42,28.23,1.75,47.61,16.38,1.67,hole
UNIT-10330,LINE-A,914.46,182.83,52.4,32.92,1.25,44.69,33.7,2.02,crack
UNIT-12055,LINE-B,827.26,145.41,50.34,32.96,1.98,41.94,15.64,0.42,normal
UNIT-12002,LINE-B,829.91,151.29,52.11,31.99,1.12,45.54,16.92,0.48,normal
UNIT-10944,LINE-A,877.5,181.6,54.63,31.41,1.27,39.43,17.25,2.1,hole
UNIT-10823,LINE-A,882.64,193.19,49.26,33.27,1.61,55.05,12.47,2.57,hole
UNIT-10910,LINE-B,881.03,180.77,53.14,34.5,1.74,46.53,20.24,2.22,hole
UNIT-10182,LINE-A,894.47,166.8,55.06,32.01,1.54,42.57,29.06,1.5,crack
UNIT-10165,LINE-A,885.64,177.19,55.83,32.38,2.19,43.03,29.42,2.23,crack
UNIT-11524,LINE-B,835.52,158.47,48.27,32.88,1.51,42.77,16.07,0.6,normal
UNIT-10452,LINE-C,883.28,180.2,47.73,35.37,1.85,44.09,36.71,1.07,crack
UNIT-11312,LINE-C,889.94,191.43,47.93,34.38,1.89,48.12,19.27,2.1,hole
UNIT-11112,LINE-C,891.6,189.15,47.33,31.27,1.96,38.41,19.01,1.72,hole
UNIT-12901,LINE-B,841.12,150.16,69.28,10.61,5.14,39.69,16.6,0.43,scratch
UNIT-11288,LINE-C,898.37,189.35,48.31,29.12,1.46,48.94,17.17,2.62,hole
UNIT-10328,LINE-C,913.67,175.69,51.07,32.76,1.43,43.48,34.99,1.72,crack
UNIT-11791,LINE-A,828.59,139.42,50.75,28.46,1.88,49.76,14.84,0.54,normal
UNIT-13099,LINE-C,842.09,146.04,72.06,24.42,5.87,46.59,18.87,0.75,scratch
UNIT-12008,LINE-B,831.45,152.7,50.8,30.46,1.27,49.75,17.54,0.3,normal
UNIT-11859,LINE-A,836.84,151.94,52.94,31.21,1.72,42.74,13.56,0.49,normal
UNIT-10313,LINE-B,888.37,166.46,49.43,33.24,1.18,42.37,26.92,2.07,crack
UNIT-10833,LINE-A,864.02,191.83,48.86,32.31,1.35,42.2,19.71,2.17,hole
UNIT-11202,LINE-A,861.79,188.07,46.4,31.59,1.29,47.97,17.87,1.73,hole
UNIT-13310,LINE-B,837.78,145.99,69.78,11.48,5.44,41.88,17.87,0.53,scratch
UNIT-12304,LINE-B,831.75,146.43,38.71,18.52,1.77,72.16,15.6,0.59,rust
UNIT-12135,LINE-B,834.14,164.05,38.61,9.14,1.91,75.05,16.14,0.88,rust
UNIT-12210,LINE-B,838.14,141.55,34.02,14.52,1.49,69.52,16.92,0.46,rust
UNIT-12899,LINE-A,849.88,140.03,60.56,11.82,4.54,45.34,16.49,0.18,scratch
UNIT-11482,LINE-A,837.21,155.16,48.22,33.09,1.31,43.24,17.49,0.35,normal
UNIT-10778,LINE-C,884.37,195.38,50.88,30.58,1.2,42.35,15.91,2.0,hole
UNIT-10800,LINE-B,878.61,186.09,48.75,30.47,1.95,38.67,18.21,2.88,hole
UNIT-10055,LINE-B,886.1,176.34,47.19,31.7,1.6,38.72,32.01,1.09,crack
UNIT-11921,LINE-A,832.59,147.87,48.67,36.85,1.22,40.83,16.17,0.43,normal
UNIT-13015,LINE-B,842.35,155.88,63.9,13.58,4.62,51.94,16.62,0.61,scratch
UNIT-13117,LINE-B,835.64,148.96,65.44,16.37,4.51,47.63,18.53,0.5,scratch
UNIT-11702,LINE-A,844.74,149.9,45.26,30.07,1.6,44.36,14.89,0.27,normal
UNIT-12162,LINE-B,846.77,159.73,35.93,10.8,1.58,76.55,16.4,0.5,rust
UNIT-13277,LINE-A,847.29,145.35,59.49,17.97,5.0,37.62,16.97,0.43,scratch
UNIT-10988,LINE-A,871.34,193.97,48.53,27.8,1.58,48.39,18.89,2.05,hole
UNIT-12523,LINE-A,845.74,147.92,29.87,18.14,2.19,67.99,17.96,0.33,rust
UNIT-11395,LINE-C,878.06,186.54,45.76,35.47,1.49,38.53,16.18,1.75,hole
UNIT-10769,LINE-B,868.51,196.11,49.89,32.07,1.73,42.88,18.33,2.44,hole
UNIT-13096,LINE-C,841.09,157.82,69.81,13.39,4.55,44.22,16.02,0.45,scratch
UNIT-10286,LINE-B,927.2,176.42,51.23,33.14,1.66,43.6,35.01,1.3,crack
UNIT-13079,LINE-B,829.02,155.13,67.91,15.71,6.36,40.66,18.88,0.51,scratch
UNIT-10429,LINE-B,880.76,178.85,50.19,29.95,1.67,40.02,30.46,2.19,crack
UNIT-12080,LINE-A,843.89,144.19,47.0,32.25,1.28,43.47,15.95,0.37,normal
UNIT-10723,LINE-B,875.06,190.47,47.17,33.15,2.34,43.56,18.43,1.97,hole
UNIT-10952,LINE-A,871.3,193.6,51.34,33.54,1.6,36.25,15.17,1.91,hole
UNIT-12263,LINE-C,838.75,153.09,32.64,13.93,1.21,73.3,15.34,0.72,rust
UNIT-10990,LINE-A,877.94,203.49,49.07,29.5,1.07,45.94,17.76,2.18,hole
UNIT-13260,LINE-B,841.72,145.61,74.92,13.43,6.29,46.91,16.79,0.17,scratch
UNIT-12376,LINE-C,845.1,150.95,33.0,11.49,2.1,79.55,18.1,0.35,rust
UNIT-10327,LINE-C,897.08,157.77,51.75,31.49,2.05,45.59,32.67,2.21,crack
UNIT-11384,LINE-B,881.63,188.67,50.65,34.54,1.28,39.83,18.98,2.67,hole
UNIT-11725,LINE-B,843.07,144.56,45.15,32.11,1.72,50.82,20.09,0.46,normal
UNIT-11087,LINE-A,882.59,186.73,50.67,33.27,1.84,51.97,19.73,2.57,hole
UNIT-10342,LINE-C,881.59,176.08,47.52,30.73,1.66,45.19,30.78,1.53,crack
UNIT-10148,LINE-B,940.65,183.58,50.19,28.8,1.53,40.63,34.26,1.68,crack
UNIT-12728,LINE-A,844.65,151.06,37.25,12.4,0.99,89.08,18.84,0.49,rust
UNIT-11108,LINE-A,874.88,192.83,45.27,30.43,1.49,41.24,16.49,2.6,hole
UNIT-10849,LINE-C,891.53,180.03,48.23,33.09,1.51,43.68,16.69,2.52,hole
UNIT-10967,LINE-A,883.36,196.95,49.31,32.07,1.38,43.4,16.27,1.96,hole
UNIT-12869,LINE-B,841.68,155.78,57.54,22.49,6.48,34.79,14.87,0.32,scratch
UNIT-12204,LINE-A,829.99,146.3,36.82,10.42,1.76,69.85,19.75,0.65,rust
UNIT-10662,LINE-C,870.88,177.83,46.28,29.75,1.72,39.3,33.11,2.0,crack
UNIT-11003,LINE-A,905.28,200.08,51.63,30.04,1.34,47.5,19.0,2.64,hole
UNIT-13333,LINE-B,848.13,152.77,56.77,17.61,5.35,44.57,17.95,0.13,scratch
UNIT-13029,LINE-A,839.02,156.86,69.63,15.07,5.28,47.79,14.08,0.51,scratch
UNIT-12733,LINE-A,840.45,157.29,37.12,13.03,1.6,83.85,14.65,0.55,rust
UNIT-13098,LINE-B,842.33,149.89,63.6,20.12,4.71,46.0,19.25,0.61,scratch
UNIT-11880,LINE-C,841.4,144.32,47.25,33.45,1.86,44.11,15.16,0.51,normal
UNIT-13288,LINE-B,827.99,150.63,72.6,17.77,4.25,39.7,16.84,0.64,scratch
UNIT-11204,LINE-A,861.55,188.9,46.97,33.39,0.84,39.96,19.1,2.77,hole
UNIT-11991,LINE-A,842.7,144.06,48.24,34.09,1.55,42.33,18.13,0.47,normal
UNIT-10025,LINE-B,921.5,177.96,51.38,30.58,1.06,39.12,32.58,2.18,crack
UNIT-13281,LINE-A,839.43,152.88,69.34,15.73,5.81,39.89,16.33,0.55,scratch
UNIT-12373,LINE-B,848.0,151.33,35.56,15.31,1.56,79.11,15.56,0.65,rust
UNIT-13477,LINE-B,827.13,146.8,74.26,16.83,4.14,39.82,17.49,0.51,scratch
UNIT-12687,LINE-B,837.27,143.43,31.39,16.51,1.39,75.38,16.61,0.44,rust
UNIT-10876,LINE-B,870.9,173.54,50.21,32.09,2.05,47.11,15.81,1.83,hole
